"CASE_ENQUIRY_ID","open_dt","TARGET_DT","closed_dt","OnTime","CASE_STATUS","CLOSURE_REASON","CASE_TITLE","SUBJECT","REASON","TYPE","QUEUE","Department","SubmittedPhoto","ClosedPhoto","Location","Fire_district","pwd_district","city_council_district","police_district","neighborhood","neighborhood_services_district","ward","precinct","LOCATION_STREET_NAME","LOCATION_ZIPCODE","Latitude","Longitude","Source"
101001850209,"2016-07-02 16:24:00","","2016-07-04 16:02:18","ONTIME","Closed","Case Closed. Closed date : 2016-07-04 16:02:18.007 Case Noted Police  fire  and Eversource were notified and responded. ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","1206 River St  Hyde Park  MA  02136",12,"08",5,"E18","Hyde Park",10,"Ward 18","1818","1206 River St",2136,42.2559,-71.1219,"Constituent Call"
101001850275,"2016-07-02 21:17:00","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BPS_Administrative","BPS_","","","50 Rev Richard A Burke St  South Boston  MA  02127",6,"05",2,"C6","South Boston",5,"07","0706","50 Rev Richard A Burke St",2127,42.3313,-71.0505,"Constituent Call"
101001850692,"2016-07-04 10:21:00","","2016-07-07 09:11:22","ONTIME","Closed","Case Closed. Closed date : 2016-07-07 09:11:22.84 Case Noted NO DEFECTIVE COVERS FOUND AT LOCATION OR AREA. EVERYTHING IS OK HERE 7/6 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Crescent Ave & Dorchester Ave  Dorchester  MA  ",7,"03",3,"C11","Dorchester",7,"13","1307","INTERSECTION Crescent Ave & Dorchester Ave",NA,42.3594,-71.0587,"Twitter"
101001851860,"2016-07-05 21:09:00","","2016-07-07 10:05:35","ONTIME","Closed","Case Closed. Closed date : 2016-07-07 10:05:35.767 Case Resolved This is RCN cover. Notified cable communications ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","587 Cambridge St  Allston  MA  02134",11,"04",9,"D14","Allston / Brighton",15,"Ward 21","2106","587 Cambridge St",2134,42.3524,-71.1415,"Constituent Call"
101001853922,"2016-07-08 08:10:00","","2016-07-25 10:00:14","ONTIME","Closed","Case Closed. Closed date : 2016-07-25 10:00:14.823 Case Noted FOUND NO LOOSE MANHOLE COVERS  BWSC COVERS ALL OK 7/15 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Crescent Ave & Dorchester Ave  Dorchester  MA  ",7,"03",3,"C11","Dorchester",7,"13","1307","INTERSECTION Crescent Ave & Dorchester Ave",NA,42.3594,-71.0587,"Twitter"
101001855312,"2016-07-10 18:17:00","","2016-07-11 10:19:59","ONTIME","Closed","Case Closed. Closed date : 2016-07-11 10:19:59.54 Case Resolved CREW CHECKED AREA DIDN'T FIND ANY BWSC COVERS MISSING 7/10 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","60 State St  Boston  MA  02109",3,"1B",1,"A1","Downtown / Financial District",3,"Ward 3","0306","60 State St",2109,42.3593,-71.0564,"Constituent Call"
101001860212,"2016-07-16 16:03:00","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","INTERSECTION of Devonshire St & Franklin St  Boston  MA  ",3,"1C",2,"A1","Downtown / Financial District",3,"3","0306","INTERSECTION Devonshire St & Franklin St",NA,42.3594,-71.0587,"Constituent Call"
101001863116,"2016-07-19 22:30:00","","2016-07-20 15:27:59","ONTIME","Closed","Case Closed. Closed date : 2016-07-20 15:27:59.85 Case Resolved CREW DUG & REPAIRED LEAK ON SERVICE 7/20 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","310 Bunker Hill St  Charlestown  MA  02129",3,"1A",1,"A15","Charlestown",2,"Ward 2","0205","310 Bunker Hill St",2129,42.3806,-71.0664,"Constituent Call"
101001863870,"2016-07-20 14:40:00","","2016-07-20 15:28:43","ONTIME","Closed","Case Closed. Closed date : 2016-07-20 15:28:43.923 Case Noted FOUND A COAL CHUTE THAT BELONGS TO THE BUILDING @ 97 MOUNT VERNON ST  CONTACTED THE MAYORS OFFICE SPOKE TO DELORES ON JUL 16  2016 @ 5:15 PM GAVE HER THE INFORMATION LEFT A DUMMY CONE  ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","97-99 Mount Vernon St  Boston  MA  02108",3,"1B",8,"A1","Beacon Hill",14,"Ward 5","0511","97-99 Mount Vernon St",2108,42.3581,-71.0697,"Constituent Call"
101001866682,"2016-07-24 20:26:00","","2016-07-25 09:44:17","ONTIME","Closed","Case Closed. Closed date : 2016-07-25 09:44:17.367 Case Resolved FOUND NO MISSING COVERS AT THIS LOCATION 7/24 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","230 Boston St  Dorchester  MA  02125",6,"03",2,"C6","Dorchester",5,"Ward 7","0709","230 Boston St",2125,42.3221,-71.061,"Constituent Call"
101001869386,"2016-07-27 13:45:00","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","288-298A Dudley St  Roxbury  MA  02119",7,"10B",7,"B2","Roxbury",13,"08","0803","288-298A Dudley St",2119,42.3282,-71.0779,"Constituent Call"
101001871714,"2016-07-30 15:56:00","","2016-08-15 08:26:22","ONTIME","Closed","Case Closed. Closed date : 2016-08-15 08:26:22.877 Case Noted FOUND DEPRESSION IN STREET BWSC LINE & DRAIN LINE DOWN & RUNNING ON ARRIVAL  ALSO HAD LEAK DETECTION CORRELATE NO LEAK HERE. NOT BWSC ISSUE 8/2 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","66 Cedarcrest Rd  West Roxbury  MA  02132",12,"06",6,"E5","West Roxbury",10,"20","2003","66 Cedarcrest Rd",2132,42.2639,-71.1475,"Constituent Call"
101001872383,"2016-08-01 08:50:00","","2016-08-02 09:58:12","ONTIME","Closed","Case Closed. Closed date : 2016-08-02 09:58:12.48 Case Resolved COVER IS ELECTRICAL COVER NO BWSC ISSUES HERE 8/1 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","99 Day St  Jamaica Plain  MA  02130",9,"10A",6,"E13","Jamaica Plain",11,"Ward 10","1009","99 Day St",2130,42.3238,-71.1094,"Constituent Call"
101001873270,"2016-08-01 22:30:00","","2016-08-02 14:36:56","ONTIME","Closed","Case Closed. Closed date : 2016-08-02 14:36:56.933 Case Noted REPLACED LOOSE MANHOLE COVER ALL SET 8/1 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Blue Hill Ave & American Legion Hwy  Dorchester  MA  ",7,"07",9,"B3","Greater Mattapan",9,"14","1409","INTERSECTION Blue Hill Ave & American Legion Hwy",NA,42.3594,-71.0587,"Constituent Call"
101001873588,"2016-08-02 09:44:00","","2016-08-10 13:47:20","ONTIME","Closed","Case Closed. Closed date : 2016-08-10 13:47:20.92 Case Noted SULFATE CONSTRUCTION PUT DOWN BLACKTOP OVER BWSC MANHOLE SO THAT THE TRUCKS CAN GO OVER SAFELY. MANHOLE AND COVERS ARE UNDER THE PLYWOOD  IF WE NEED ACCESS WE CAN REMOVE THE PLYWOOD AND HAVE ACCESS TO SEWER DRAIN. ONCE THEY FINISH THEY WILL REMOVE IT BACK TO GRADE 8/2 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Charles St S & Boylston St  Boston  MA  ",4,"1C",7,"A1","Downtown / Financial District",6,"5","0501","INTERSECTION Charles St S & Boylston St",NA,42.3594,-71.0587,"Constituent Call"
101001875853,"2016-08-04 14:29:00","","2016-08-04 15:20:36","ONTIME","Closed","Case Closed. Closed date : 2016-08-04 15:20:36.913 Case Noted SEALED LOOSE M/H COVER ON  8/4 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","64 Danny Rd  Hyde Park  MA  02136",12,"08",5,"E18","Hyde Park",10,"Ward 18","1820","64 Danny Rd",2136,42.2413,-71.1404,"Constituent Call"
101001877790,"2016-08-08 08:57:44","","2016-08-08 09:02:41","ONTIME","Closed","Case Closed. Closed date : 2016-08-08 09:02:41.32 Duplicate of Existing Case See case 1877799  ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Devonshire St & Franklin St  Boston  MA  ",3,"1C",2,"A1","Downtown / Financial District",3,"3","0306","INTERSECTION Devonshire St & Franklin St",NA,42.3594,-71.0587,"Constituent Call"
101001880216,"2016-08-10 20:51:00","","2016-08-16 08:19:14","ONTIME","Closed","Case Closed. Closed date : 2016-08-16 08:19:14.96 Case Noted Contractor repaired manhole 8/12 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","161 Howard Ave  Dorchester  MA  02125",7,"03",7,"B2","Roxbury",13,"Ward 13","1301","161 Howard Ave",2125,42.3147,-71.0755,"Constituent Call"
101001882000,"2016-08-13 12:05:00","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","INTERSECTION of Columbus Ave & Washington St  Roxbury  MA  ",9,"10B",6,"E13","Roxbury",11,"11","1105","INTERSECTION Columbus Ave & Washington St",NA,42.3594,-71.0587,"Constituent Call"
101001884470,"2016-08-16 23:51:00","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO_Eversource","INFO","","","901 Huntington Ave  Boston  MA  02115",9,"10A",8,"B2","Mission Hill",14,"Ward 10","1004","901 Huntington Ave",2115,42.3321,-71.1122,"Constituent Call"
101001886615,"2016-08-19 13:26:00","","2016-08-22 09:43:38","ONTIME","Closed","Case Closed. Closed date : 2016-08-22 09:43:38.977 Case Noted MWRA?s system  they stopped the leak. ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Jamaicaway & Pond St  Jamaica Plain  MA  ",9,"02",6,"E13","Jamaica Plain",11,"19","1903","INTERSECTION Jamaicaway & Pond St",NA,42.3594,-71.0587,"Constituent Call"
101001895221,"2016-08-30 20:38:00","","2016-08-31 11:09:27","ONTIME","Closed","Case Closed. Closed date : 2016-08-31 11:09:27.247 Case Noted Loose cover does not belong to BWSC. On Baker st near Durant notified Darcy at 311 8/20 at 10:10 p.m. ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","436 Baker St  West Roxbury  MA  02132",12,"06",6,"E5","West Roxbury",12,"Ward 20","2017","436 Baker St",2132,42.2844,-71.17,"Constituent Call"
101001898150,"2016-09-02 08:18:00","","2016-09-06 10:19:13","ONTIME","Closed","Case Closed. Closed date : 2016-09-06 10:19:13.193 Case Resolved THIS WAS A BUFFALO BOX COVER   IT IS SECURED 9/2 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Washington St & Union Park St  Roxbury  MA  ",4,"1C",2,"D4","South End",4,"3","0307","INTERSECTION Washington St & Union Park St",NA,42.3594,-71.0587,"Constituent Call"
101001899182,"2016-09-03 08:56:00","","2016-09-03 09:56:25","ONTIME","Closed","Case Closed. Closed date : 2016-09-03 09:56:25.847 Case Referred to External Agency Eversource manhole. sent separate case and notified eversource ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of O St & E Second St  South Boston  MA  ",6,"05",2,"C6","South Boston / South Boston Waterfront",5,"6","0607","INTERSECTION O St & E Second St",NA,42.3594,-71.0587,"Constituent Call"
101001901715,"2016-09-06 19:47:00","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","137 H St  South Boston  MA  02127",6,"05",2,"C6","South Boston / South Boston Waterfront",5,"Ward 7","0703","137 H St",2127,42.3331,-71.0416,"Constituent Call"
101001902170,"2016-09-07 10:17:00","","2016-09-23 12:07:38","ONTIME","Closed","Case Closed. Closed date : 2016-09-23 12:07:38.647 Case Noted checked the intersection. we didn't see steam coming out of any manholes or structures 9/21 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Shawmut Ave & W Newton St  Roxbury  MA  ",4,"1C",2,"D4","South End",6,"9","0901","INTERSECTION Shawmut Ave & W Newton St",NA,42.3594,-71.0587,"Constituent Call"
101001905285,"2016-09-10 21:08:00","","2016-10-04 16:09:01","ONTIME","Closed","Case Closed. Closed date : 2016-10-04 16:09:01.643 Case Resolved BWSC REPLACED BUFFALO BOX COVER 9/13 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Washington St & Union Park St  Roxbury  MA  ",4,"1C",2,"D4","South End",4,"3","0307","INTERSECTION Washington St & Union Park St",NA,42.3594,-71.0587,"Constituent Call"
101001908380,"2016-09-14 10:39:06","","2016-09-14 10:40:03","ONTIME","Closed","Case Closed. Closed date : 2016-09-14 10:40:03.84 Case Invalid belongs to eversource ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","1 Putnam Pl  Roxbury  MA  02119",7,"10B",7,"B2","Roxbury",13,"Ward 9","0905","1 Putnam Pl",2119,42.3302,-71.0879,"Constituent Call"
101001908627,"2016-09-14 14:03:00","","2016-09-19 16:32:20","ONTIME","Closed","Case Closed. Closed date : 2016-09-19 16:32:20.88 Case Noted Crew investigated this is not a BWSC cover 9/14 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Canterbury St & Hyde Park Ave  Roslindale  MA  ",12,"08",5,"E18","Roslindale",10,"18","1808","INTERSECTION Canterbury St & Hyde Park Ave",NA,42.3594,-71.0587,"Constituent Call"
101001908992,"2016-09-14 17:56:00","","2017-05-12 15:26:46","ONTIME","Closed","Case Closed. Closed date : 2017-05-12 15:26:46.51 Case Noted Thank you for your request. We apologize for the time it has taken to respond to this case. We now consider this service request closed. If this issue persists  please resubmit your case or call 311 to speak to an agent.  Thank you  Boston 311 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO_Reallocation From Dept","INFO","","","INTERSECTION of Hyde Park Ave & American Legion Hwy  Roslindale  MA  ",12,"08",5,"E18","Hyde Park",10,"18","1808","INTERSECTION Hyde Park Ave & American Legion Hwy",NA,42.3594,-71.0587,"Constituent Call"
101001908994,"2016-09-14 17:58:00","","2016-09-21 09:14:20","ONTIME","Closed","Case Closed. Closed date : 2016-09-21 09:14:20.107 Case Noted Verizon reports this has been repaired as of Sept. 15th. ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","723 Hyde Park Ave  Roslindale  MA  02131",12,"08",5,"E18","Roslindale",10,"Ward 18","1808","723 Hyde Park Ave",2131,42.2757,-71.12,"Constituent Call"
101001909176,"2016-09-15 07:03:00","","2016-09-19 16:31:21","ONTIME","Closed","Case Closed. Closed date : 2016-09-19 16:31:21.56 Case Resolved BWSC FLUSHED AND DISINFECTED CB ALL SET 9/15 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","14 Fernald Ter  Dorchester  MA  02125",7,"03",3,"C11","Dorchester",8,"Ward 15","1504","14 Fernald Ter",2125,42.3105,-71.0665,"Constituent Call"
101001910882,"2016-09-16 19:08:00","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","310 Harrison Ave  Roxbury  MA  02118",4,"1C",2,"D4","Roxbury",4,"03","0308","310 Harrison Ave",2118,42.3452,-71.0628,"Constituent Call"
101001911146,"2016-09-17 13:04:00","","2016-09-19 09:28:43","ONTIME","Closed","Case Closed. Closed date : 2016-09-19 09:28:43.257 Case Noted PACKING LEAKS ON GATE BOXES  RJV HAS MAIN DOWN AND BY-PASS IN AREA ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","17 Gloucester St  Boston  MA  02116",4,"1C",8,"D4","Back Bay",14,"Ward 5","0508","17 Gloucester St",2116,42.3506,-71.0846,"Constituent Call"
101001911406,"2016-09-17 22:53:18","","2016-09-19 16:37:56","ONTIME","Closed","Case Closed. Closed date : 2016-09-19 16:37:56.853 Case Resolved CREW FOUND NO MISSING COVER ON S/W 9/18 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","280 Shawmut Ave  Roxbury  MA  02118",4,"1C",2,"D4","South End",4,"Ward 3","0307","280 Shawmut Ave",2118,42.3429,-71.069,"Constituent Call"
101001913115,"2016-09-20 08:20:00","","2016-09-21 12:50:42","ONTIME","Closed","Case Closed. Closed date : 2016-09-21 12:50:42.553 Case Resolved BWSC sealed loose manhole cover on 9/20 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","14 Common St  Charlestown  MA  02129",3,"1A",1,"A15","Charlestown",2,"Ward 2","0201","14 Common St",2129,42.3739,-71.0601,"Constituent Call"
101001919447,"2016-09-28 09:32:00","","2016-09-28 11:37:54","ONTIME","Closed","Case Closed. Closed date : 2016-09-28 11:37:54.0 Case Invalid Incorrect form. Please refer to case 1919618 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Melnea Cass Blvd & Harrison Ave  Roxbury  MA  ",7,"10B",9,"D4","Roxbury",13,"8","0803","INTERSECTION Melnea Cass Blvd & Harrison Ave",NA,42.3594,-71.0587,"Constituent Call"
101001919900,"2016-09-28 15:53:00","","2016-09-29 10:52:46","ONTIME","Closed","Case Closed. Closed date : 2016-09-29 10:52:46.1 Case Resolved Sealed cover 9/28 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","494 Poplar St  Roslindale  MA  02131",12,"08",5,"E18","Hyde Park",10,"Ward 18","1822","494 Poplar St",2131,42.2739,-71.1284,"Constituent Call"
101001923146,"2016-10-03 17:02:00","","2016-10-09 20:32:18","ONTIME","Closed","Case Closed. Closed date : 2016-10-09 20:32:18.657 Case Referred to External Agency We typically don't utilize manhole covers on our infrastructure  If there is a contact we can call on the U ritual findings  would be a great benefit for us and the safety response    Joseph Carroll  Director; Ma south  Community & customer management  National Grid ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","INTERSECTION of Corey Rd & Bellvista Rd  Brighton  MA  ",11,"04",8,"D14","Allston / Brighton",15,"21","2108","INTERSECTION Corey Rd & Bellvista Rd",NA,42.3594,-71.0587,"Constituent Call"
101001925994,"2016-10-07 08:30:00","","2016-10-17 12:21:44","ONTIME","Closed","Case Closed. Closed date : 2016-10-17 12:21:44.667 Case Resolved GATE CREW SQUEEZED UP GATE  NO LEAK HERE. 10/13 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Blue Hill Ave & Quincy St  Dorchester  MA  ",7,"10B",9,"B2","Roxbury",13,"13","1301","INTERSECTION Blue Hill Ave & Quincy St",NA,42.3594,-71.0587,"Constituent Call"
101001926489,"2016-10-07 16:22:00","","2016-10-11 15:17:51","ONTIME","Closed","Case Closed. Closed date : 2016-10-11 15:17:51.203 Case Resolved REPLACED SIDEWALK COVER  ALL SET ON DEPARTURE 10/7 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","4109 Washington St  Roslindale  MA  02131",12,"02",5,"E5","Roslindale",10,"Ward 19","1911","4109 Washington St",2131,42.2898,-71.1249,"Constituent Call"
101001926674,"2016-10-08 02:51:00","","2016-10-11 15:15:09","ONTIME","Closed","Case Closed. Closed date : 2016-10-11 15:15:09.79 Case Noted MANHOLE BELONGS TO EVERSOURCE.  THIS IS NOT BWSC'S MANHOLE BWSC  PUT IT BACK ON FOR SAFETY. 10/8 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","1620 Tremont St  Mission Hill  MA  02120",9,"10A",8,"B2","Mission Hill",14,"10","1003","1620 Tremont St",2120,42.3336,-71.104,"Constituent Call"
101001927096,"2016-10-09 06:31:00","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO_Eversource","INFO","","","INTERSECTION of River St & Cummins Hwy  Mattapan  MA  ",8,"08",5,"B3","Greater Mattapan",9,"18","1804","INTERSECTION River St & Cummins Hwy",NA,42.3594,-71.0587,"Constituent Call"
101001927555,"2016-10-10 15:14:00","","2017-04-24 11:56:27","ONTIME","Closed","Case Closed. Closed date : 2017-04-24 11:56:27.11 Case Noted Thank you for your request. We apologize for the time it has taken to respond to this case. We now consider this service request closed. If this issue persists  please resubmit your case or call 311 to speak to an agent.  Thank you  Boston 311 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO_Reallocation From Dept","INFO","","","INTERSECTION of Melnea Cass Blvd & Shawmut Ave  Mission Hill  MA  ",4,"10B",9,"D4","Roxbury",13,"9","0904","INTERSECTION Melnea Cass Blvd & Shawmut Ave",NA,42.3594,-71.0587,"Constituent Call"
101001929929,"2016-10-13 10:41:00","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","PWDx_Sidewalk Repair","PWDx","","","69 Fairmount St  Dorchester  MA  02124",8,"07",4,"B3","Dorchester",7,"Ward 17","1704","69 Fairmount St",2124,42.2807,-71.0748,"Constituent Call"
101001930936,"2016-10-14 13:27:00","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","37 General Lawrence J Logan Way  South Boston  MA  02127",6,"05",2,"C6","South Boston",5,"07","0707","37 General Lawrence J Logan Way",2127,42.328,-71.0541,"Constituent Call"
101001935684,"2016-10-21 07:56:00","","2016-10-24 10:34:28","ONTIME","Closed","Case Closed. Closed date : 2016-10-24 10:34:28.197 Case Resolved BWSC REPLACED COVER 10/21 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Beech St & Anawan Ave  West Roxbury  MA  ",12,"06",6,"E5","West Roxbury",10,"20","2008","INTERSECTION Beech St & Anawan Ave",NA,42.3594,-71.0587,"Constituent Call"
101001937253,"2016-10-23 17:41:00","","2016-10-24 10:41:04","ONTIME","Closed","Case Closed. Closed date : 2016-10-24 10:41:04.17 Case Noted BWSC replaced MBTA cover  called mayor's office to have MBTA come out and seal cover 10/23 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","801 Massachusetts Ave  Roxbury  MA  02119",7,"10B",7,"D4","Roxbury",13,"08","0803","801 Massachusetts Ave",2119,42.3331,-71.0732,"Constituent Call"
101001938140,"2016-10-24 19:20:00","","2016-10-25 15:57:24","ONTIME","Closed","Case Closed. Closed date : 2016-10-25 15:57:24.823 Case Noted FOUND LOOSE MANHOLE COVER SEALED TO SECURE. NO MISSING COVER FOUND 10/24 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","279 Newbury St  Boston  MA  02116",4,"1C",8,"D4","Back Bay",14,"Ward 5","0508","279 Newbury St",2116,42.3494,-71.084,"Constituent Call"
101001939631,"2016-10-26 17:37:00","","2016-10-31 10:46:55","ONTIME","Closed","Case Closed. Closed date : 2016-10-31 10:46:55.62 Case Noted BWSC CHECKED THE AREA NO LOOSE COVERS FOUND 10/27 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","1600-1608 River St  Hyde Park  MA  02136",12,"08",5,"E18","Hyde Park",10,"Ward 18","1819","1600-1608 River St",2136,42.2477,-71.133,"Constituent Call"
